Title,Authors,Year,Venue,Index
parametric query optimization.,"yannis e. ioannidis, raymond t. ng, kyuseok shim, timos k. sellis",1997,vldb j.,53e99832b7602d970205616b
guest editorial.,"philip a. bernstein, yannis e. ioannidis, raghu ramakrishnan",2003,vldb j.,53e99796b7602d9701f5cf1d
monotonic complements for independent data warehouses.,"dominique laurent, jens lechtenbörger, nicolas spyratos, gottfried vossen",2001,vldb j.,53e9a487b7602d9702da4e51
structured document storage and refined declarative and navigational access mechanisms in hyperstorm.,"klemens böhm, karl aberer, erich j. neuhold, xiaoya yang",1997,vldb j.,53e9b8dab7602d97044bba1a
guest editorial: databases and the web.,"paolo atzeni, alberto o. mendelzon",2000,vldb j.,53e9bc2db7602d970489c13e
anatomy of a native xml base management system.,"thorsten fiebig, sven helmer, carl-christian kanne, guido moerkotte, julia neumann, robert schiele, till westmann",2002,vldb j.,53e9a6fdb7602d9703033ff0
alphasort: a cache-sensitive parallel external sort,"chris nyberg, tom barclay, zarka cvetanovic, jim gray, david b. lomet",1995,vldb j.,53e99d21b7602d97025d7605
combining multi-visual features for efficient indexing in a large image database.,"anne h. h. ngu, quan z. sheng, du q. huynh, ron lei",2001,vldb j.,53e9bad7b7602d9704705e73
"adaptive, unsupervised stream mining.","spiros papadimitriou, anthony brockwell, christos faloutsos",2004,vldb j.,53e99a52b7602d97022ba714
an authorization system for digital libraries.,"elena ferrari, nabil r. adam, vijayalakshmi atluri, elisa bertino, ugo capuozzo",2002,vldb j.,53e9a2bab7602d9702bc3434
"advanced data processing in krisys: modeling concepts, implementation techniques, and client/server issues.","stefan deßloch, theo härder, nelson mendonça mattos, bernhard mitschang, joachim thomas",1998,vldb j.,53e9a16ab7602d9702a5cda1
approximate query mapping: accounting for translation closeness.,"kevin chen-chuan chang, hector garcia-molina",2001,vldb j.,53e9b360b7602d9703e3e098
approximate similarity retrieval with m-trees.,"pavel zezula, pasquale savino, giuseppe amato, fausto rabitti",1998,vldb j.,53e9ba59b7602d970467521b
timber: a native xml database.,"h. v. jagadish, shurug al-khalifa, adriane chapman, laks v. s. lakshmanan, andrew nierman, stelios paparizos, jignesh m. patel, divesh srivastava, nuwee wiwatwattana, yuqing wu, cong yu",2002,vldb j.,53e9b58eb7602d97040d3ec2
index nesting - an efficient approach to indexing in object-oriented databases,"beng chin ooi, jiawei han, hongjun lu, kian-lee tan",1996,vldb j.,53e9b5ceb7602d9704119167
fibonacci: a programming language for object databases,"antonio albano, giorgio ghelli, renzo orsini",1995,vldb j.,53e9a381b7602d9702c91d3e
updating knowledge bases while maintaining their consistency,"ernest teniente, antoni olivé",1995,vldb j.,53e9ae1cb7602d97038308cd
composing web services on the semantic web.,"brahim medjahed, athman bouguettaya, ahmed k. elmagarmid",2003,vldb j.,53e9af2db7602d9703969dc1
amit - the situation manager.,"asaf adi, opher etzion",2004,vldb j.,53e99a52b7602d97022bb7da
learning to match ontologies on the semantic web.,"anhai doan, jayant madhavan, robin dhamankar, pedro domingos, alon y. halevy",2003,vldb j.,53e9acfeb7602d97036deb3f
balancing energy efficiency and quality of aggregate data in sensor networks.,"mohamed a. sharaf, jonathan beaver, alexandros labrinidis, panos k. chrysanthis",2004,vldb j.,53e9a603b7602d9702f2e2f1
a survey of approaches to automatic schema matching.,"erhard rahm, philip a. bernstein",2001,vldb j.,53e9a609b7602d9702f35f7e
learning response time for websources using query feedback and application in query optimization.,"jean-robert gruser, louiqa raschid, vladimir zadorozhny, tao zhan",2000,vldb j.,53e99d3eb7602d97025f5b71
retrospective on aurora.,"hari balakrishnan, magdalena balazinska, donald carney, ugur çetintemel, mitch cherniack, christian convey, eduardo f. galvez, jon salz, michael stonebraker, nesime tatbul, richard tibbetts, stanley b. zdonik",2004,vldb j.,53e99818b7602d97020327b1
an internet-based negotiation server for e-commerce.,"stanley y. w. su, chunbo huang, joachim hammer, yihua huang, haifei li, liu wang, youzhong liu, charnyote pluempitiwiriyawej, minsoo lee, herman lam",2001,vldb j.,53e9b213b7602d9703ca9149
efficient retrieval of similar shapes.,"davood rafiei, alberto o. mendelzon",2002,vldb j.,53e9a863b7602d97031aec29
parallel multisource view maintenance.,"xin zhang 0002, lingli ding, elke a. rundensteiner",2004,vldb j.,53e99b36b7602d97023d37b1
hyperfile: a data and query model for documents,"chris clifton, hector garcia-molina, david bloom",1995,vldb j.,53e9ab42b7602d97034d35ed
conditional selectivity for statistics on query expressions.,"nicolas bruno, surajit chaudhuri",2004,sigmod conference,53e99ebdb7602d9702783702
garlic: a new flavor of federated query processing for db2.,"vanja josifovski, peter m. schwarz, laura m. haas, eileen tien lin",2002,sigmod conference,53e9bcd9b7602d970495fadd
real business processing meets the web.,james chong,1998,sigmod conference,53e9a516b7602d9702e3b440
socqet: semantic olap with compressed cube and summarization.,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod conference,53e9b3c1b7602d9703eae2eb
query by humming - in action with its technology revealed.,"yunyue zhu, dennis shasha, xiaojian zhao",2003,sigmod conference,53e9b3a3b7602d9703e848ae
pix: exact and approximate phrase matching in xml.,"sihem amer-yahia, mary f. fernández, divesh srivastava, yu xu",2003,sigmod conference,53e9b03db7602d9703a9eb2f
factorizing complex predicates in queries to exploit indexes.,"surajit chaudhuri, prasanna ganesan, sunita sarawagi",2003,sigmod conference,53e9a4c0b7602d9702de2c4b
composing xsl transformations with xml publishing views.,"chengkai li, philip bohannon, henry f. korth, p. p. s. narayan",2003,sigmod conference,53e99dc5b7602d970268349c
mocha: a database middleware system featuring automatic deployment of application-specific functionality.,"manuel rodriguez-martinez, nick roussopoulos, john m. mcgann, stephen kelley, vadim katz, zhexuan song, joseph jájá",2000,sigmod conference,53e9bd98b7602d9704a42252
clustering methods for large databases: from the past to the future.,"alexander hinneburg, daniel a. keim",1999,sigmod conference,53e9a238b7602d9702b3f840
a texquery-based xml full-text search engine.,"chavdar botev, jayavel shanmugasundaram, sihem amer-yahia",2004,sigmod conference,53e9b1afb7602d9703c3a7c2
approximate join processing over data streams.,"abhinandan das, johannes gehrke, mirek riedewald",2003,sigmod conference,53e99d80b7602d970263ad7d
index research: forest or trees? (panel abstract).,joseph m. hellerstein,2000,sigmod conference,53e9a885b7602d97031d50ef
gigascope: high performance network monitoring with an sql interface.,"charles d. cranor, yuan gao, theodore johnson, vladislav shkapenyuk, oliver spatscheck",2002,sigmod conference,53e99b6ab7602d970240f7ca
qc-trees: an efficient summary structure for semantic olap.,"laks v. s. lakshmanan, jian pei, yan zhao",2003,sigmod conference,53e9b5ceb7602d9704116fc0
efficient and transparent application recovery in client-server information systems.,"david b. lomet, gerhard weikum",1998,sigmod conference,53e9b693b7602d9704205c89
imap: discovering complex mappings between database schemas.,"robin dhamankar, yoonkyong lee, anhai doan, alon y. halevy, pedro domingos",2004,sigmod conference,53e99c36b7602d97024e419a
things every update replication customer should know.,rob golding,1995,sigmod conference,53e9a01fb7602d9702906577
"temporal coalescing with now, granularity, and incomplete information.",curtis e. dyreson,2003,sigmod conference,53e9a5f6b7602d9702f215cf
coordinating backup/recovery and data consistency between database and file systems.,"suparna bhattacharya, c. mohan, karen brannon, inderpal narang, hui-i hsiao, mahadevan subramanian",2002,sigmod conference,53e9b8fcb7602d97044e1d6a
multi-dimensional clustering: a new data layout scheme in db2.,"sriram padmanabhan, bishwaranjan bhattacharjee, timothy malkemus, leslie cranston, matthew huras",2003,sigmod conference,53e9a37ab7602d9702c878a1
spatially-decaying aggregation over a network: model and algorithms.,"edith cohen, haim kaplan",2004,sigmod conference,53e9b4a5b7602d9703fb482d
data grid management systems.,"arun jagatheesan, arcot rajasekar",2003,sigmod conference,53e99a2bb7602d97022880bb
visual coko: a debugger for query optimizer development.,"daniel j. abadi, mitch cherniack",2002,sigmod conference,53e9ae6fb7602d970388be92
on schema matching with opaque column names and data values.,"jaewoo kang, jeffrey f. naughton",2003,sigmod conference,53e9acd2b7602d97036af38a
storage technology: raid and beyond.,garth a. gibson,1995,sigmod conference,53e9b54fb7602d97040855fe
will database researchers have any role in data security? (panel abstract).,arnon rosenthal,2001,sigmod conference,53e9b42fb7602d9703f25796
microsoft.com: a high-scale data management and transaction processing solution.,sherri kennamer,1998,sigmod conference,53e9a4d7b7602d9702df8236
design and implementation of advanced knowledge processing in the kdms krisys (demonstration description).,"joachim thomas, stefan deßloch, nelson mendonça mattos",1995,sigmod conference,53e9b6eeb7602d9704283ccd
an open storage system for abstract objects.,"stephen blott, lukas relly, hans-jörg schek",1996,sigmod conference,53e9afd3b7602d9703a263db
cover your assets.,michael a. olson,1995,sigmod conference,53e99808b7602d970201b0fa
enabling sovereign information sharing using web services.,"rakesh agrawal, dmitri asonov, ramakrishnan srikant",2004,sigmod conference,53e9b489b7602d9703f8fe3d
capturing both types and constraints in data integration.,"michael benedikt, chee yong chan, wenfei fan, juliana freire, rajeev rastogi",2003,sigmod conference,53e99ffcb7602d97028e082c
dbsim: a simulation tool for predicting database performance.,"mike lefler, mark stokrp, craig wong",1996,sigmod conference,53e99d74b7602d970262e581
query optimization in the presence of limited access patterns.,"daniela florescu, alon y. levy, ioana manolescu, dan suciu",1999,sigmod conference,53e9ab1ab7602d97034a1fae
champagne: data change propagation for heterogeneous information systems.,"ralf rantzau, carmen constantinescu, uwe heinkel, holger meinecke",2002,vldb,53e99959b7602d9702199fc1
semantic data cleansing in genome databases.,heiko müller,2003,vldb phd workshop,53e9a1fab7602d9702afc11c
optimized query execution in large search engines with global page ordering.,"xiaohui long, torsten suel",2003,vldb,53e9aa16b7602d9703384d4e
dynamic pipeline scheduling for improving interactive query performance.,"tolga urhan, michael j. franklin",2001,vldb,53e9bb43b7602d970477f997
architectures for internal web services deployment.,oded shmueli,2001,vldb,53e9a02db7602d9702912824
eager aggregation and lazy aggregation.,"weipeng p. yan, per-åke larson",1995,vldb,53e9abe5b7602d97035a3c5e
finding data in the neighborhood.,"andré eickler, alfons kemper, donald kossmann",1997,vldb,53e9a8b8b7602d9703208ec0
using sets of feature vectors for similarity search on voxelized cad objects.,"hans-peter kriegel, stefan brecheisen, peer kröger, martin pfeifle, matthias schubert",2003,sigmod conference,53e99ddbb7602d970269ddb9
rank-aware query optimization.,"ihab f. ilyas, rahul shah, walid g. aref, jeffrey scott vitter, ahmed k. elmagarmid",2004,sigmod conference,53e99b04b7602d970239433b
cache-and-query for wide area sensor databases.,"amol deshpande, suman nath, phillip b. gibbons, srinivasan seshan",2003,sigmod conference,53e9bd04b7602d970498b9ee
oodb indexing by class-division.,"sridhar ramaswamy, paris c. kanellakis",1995,sigmod conference,53e9ae17b7602d9703826f0c
transparent mid-tier database caching in sql server.,"per-åke larson, jonathan goldstein, jingren zhou",2003,sigmod conference,53e9a5a8b7602d9702ed2d71
formal semantics and analysis of object queries.,gavin m. bierman,2003,sigmod conference,53e9a3e7b7602d9702cff813
efficient algorithms for minimizing tree pattern queries.,prakash ramanan,2002,sigmod conference,53e9bae6b7602d97047129f6
dbxplorer: enabling keyword search over relational databases.,"sanjay agrawal, surajit chaudhuri, gautam das",2002,sigmod conference,53e9a3c0b7602d9702cd007f
plastic: reducing query optimization overheads through plan recycling.,"vibhuti s. sengar, jayant r. haritsa",2003,sigmod conference,53e9a4aab7602d9702dc99ed
one-dimensional and multi-dimensional substring selectivity estimation.,"h. v. jagadish, olga kapitskaia, raymond t. ng, divesh srivastava",2000,vldb j.,53e9b1a9b7602d9703c32788
visweb - the visual semantic web: unifying human and machine knowledge representations with object-process methodology.,dov dori,2004,vldb j.,53e9bb7ab7602d97047bf957
new partnership with acm and update on the journal.,m. tamer özsu,2003,vldb j.,53e99d8fb7602d970264e088
a bayesian decision model for cost optimal record matching.,"vassilios s. verykios, george v. moustakides, mohamed g. elfeky",2003,vldb j.,53e9b457b7602d9703f51c7f
quickstore: a high performance mapped object store,"seth j. white, david j. dewitt",1995,vldb j.,53e9a5d3b7602d9702efab65
the software information base: a server for reuse,"panos constantopoulos, matthias jarke, john mylopoulos, yannis vassiliou",1995,vldb j.,53e9bc87b7602d97049042af
global transaction support for workflow management systems: from formal specification to practical implementation.,"paul w. p. j. grefen, jochem vonk, peter m. g. apers",2001,vldb j.,53e9a4ddb7602d9702e00ade
user-cognizant multidimensional analysis.,sunita sarawagi,2001,vldb j.,53e99af7b7602d9702381823
analysis of navigation behaviour in web sites integrating multiple information systems.,"bettina berendt, myra spiliopoulou",2000,vldb j.,53e9ac38b7602d97035fd51e
a configrable type hierarchy index for oodb.,"thomas a. mück, martin l. polaschek",1997,vldb j.,53e99d21b7602d97025d75ba
ordered shared locks for real-time databases,"divyakant agrawal, amr el abbadi, richard jeffers, lijing lin",1995,vldb j.,53e9a216b7602d9702b1b54d
computing complete answers to queries in the presence of limited access patterns.,chen li,2003,vldb j.,53e9a509b7602d9702e2d52c
tigukat: a uniform behavioral objectbase management system,"m. tamer özsu, randal j. peters, duane szafron, boman irani, anna lipka, adriana muñoz",1995,vldb j.,53e9b9dab7602d97045d2f86
guest editorial.,"amr el abbadi, gunter schlageter, kyu-young whang",2001,vldb j.,53e99796b7602d9701f5cf1f
building knowledge base management systems.,"john mylopoulos, vinay k. chaudhri, dimitris plexousakis, adel shrufi, thodoros topaloglou",1996,vldb j.,53e9aa5cb7602d97033ce7e8
multidimensional data modeling for location-based services.,"christian s. jensen, augustas kligys, torben bach pedersen, igor timko",2004,vldb j.,53e9ab2bb7602d97034b43d0
guest editorial to the special issue on data stream processing.,"johannes gehrke, joseph m. hellerstein",2004,vldb j.,53e9aa3ab7602d97033a483b
the impact of technology on commercial transaction processing.,edward e. cobb,1997,vldb j.,53e9abc9b7602d970357fbd3
optimal clip ordering for multi-clip queries.,"raymond t. ng, paul shum",1998,vldb j.,53e9bcadb7602d970492cdc4
synchronization and recovery in a client-server storage system.,"euthimios panagos, alexandros biliris",1997,vldb j.,53e9aaecb7602d970346b123
exploiting early sorting and early partitioning for decisionsupport query processing.,"jens claußen, alfons kemper, donald kossmann, christian wiesner",2000,vldb j.,53e9987db7602d97020b3cd0
fast and accurate text classification via multiple linear discriminant projections pp.,"soumen chakrabarti, shourya roy, mahesh v. soundalgekar",2003,vldb j.,53e9a4b2b7602d9702dd2741
a predicate-based caching scheme for client-server database architectures,"arthur m. keller, julie basu",1996,vldb j.,53e9b5edb7602d970413b9ac
optimizing multiple dimensional queries simultaneously in multidimensional databases.,"weifa liang, maria e. orlowska, jeffrey xu yu",2000,vldb j.,53e9a401b7602d9702d1be10
delivering presentations from multimedia servers.,"nevzat hurkan balkir, gultekin özsoyoglu",1998,vldb j.,53e9abb2b7602d970355e027
querying high-dimensional data in single-dimensional space.,"cui yu, stéphane bressan, beng chin ooi, kian-lee tan",2004,vldb j.,53e9a0f3b7602d97029dccdb
constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data.,"yueh-min huang, jen-wen ding, shiao-li tsao",1999,vldb j.,53e99b6ab7602d9702410cb2
erratum: a database model for object dynamics.,"mike p. papazoglou, bernd j. krämer",1997,vldb j.,53e9bc00b7602d970485ce08
analysis of locking behavior in three real database systems.,"vigyan singhal, alan jay smith",1997,vldb j.,53e9abdab7602d97035936f4
on applying hash filters to improving the execution of multi-join queries.,"ming-syan chen, hui-i hsiao, philip s. yu",1997,vldb j.,53e9b2bfb7602d9703d6a1aa
data placement in shared-nothing parallel database systems.,"manish mehta 0002, david j. dewitt",1997,vldb j.,53e9a8f8b7602d97032459aa
poesia: an ontological workflow approach for composing web services in agriculture.,"renato fileto, ling liu, calton pu, eduardo delgado assad, claudia bauzer medeiros",2003,vldb j.,53e9af33b7602d970396e7e2
operator scheduling in data stream systems.,"brian babcock, shivnath babu, mayur datar, rajeev motwani, dilys thomas",2004,vldb j.,53e9b02fb7602d9703a8a898
the power of languages for the manipulation of complex values,"serge abiteboul, catriel beeri",1995,vldb j.,53e9b8a8b7602d9704480ef1
evolutionary techniques for updating query cost models in a dynamic multidatabase environment.,"amira rahal, qiang zhu, per-åke larson",2004,vldb j.,53e9b9f5b7602d97045ef302
interviso: dealing with the complexity of federated database access,"marjorie templeton, herbert henley, edward maros, darrel j. van buer",1995,vldb j.,53e9b895b7602d9704469611
"scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies.","soumen chakrabarti, byron dom, rakesh agrawal, prabhakar raghavan",1998,vldb j.,53e99f42b7602d970281425a
orthogonally persistent object systems,"malcolm p. atkinson, ronald morrison",1995,vldb j.,53e99b21b7602d97023b72b7
integrating and customizing heterogeneous e-commerce applications.,"anat eyal, tova milo",2001,vldb j.,53e9a2b9b7602d9702bc02dc
quantifiable data mining using ratio rules.,"flip korn, alexandros labrinidis, yannis kotidis, christos faloutsos",2000,vldb j.,53e9b93eb7602d970452a507
data page layouts for relational databases on deep memory hierarchies.,"anastassia ailamaki, david j. dewitt, mark d. hill",2002,vldb j.,53e9be6cb7602d9704b2d193
fast joins using join indices.,"zhe li, kenneth a. ross",1999,vldb j.,53e9a89bb7602d97031e8ef3
concurrency and recovery for index trees.,"david b. lomet, betty salzberg",1997,vldb j.,53e9aab7b7602d970343332b
a case for fractured mirrors.,"ravishankar ramamurthy, david j. dewitt, qi su",2003,vldb j.,53e9ab0eb7602d970349531c
database indexing for large dna and protein sequence collections.,"ela hunt, malcolm p. atkinson, robert w. irving",2002,vldb j.,53e9adb0b7602d97037b01fe
indexing of now-relative spatio-bitemporal data.,"simonas saltenis, christian s. jensen",2002,vldb j.,53e9a84eb7602d9703197254
designing wrapper components for e-services in integrating heterogeneous systems.,"massimo mecella, barbara pernici",2001,vldb j.,53e9b693b7602d9704203824
the bea streaming xquery processor.,"daniela florescu, chris hillery, donald kossmann, paul lucas, fabio riccardi, till westmann, michael j. carey, arvind sundararajan",2004,vldb j.,53e9b59ab7602d97040dd25b
integrated document caching and prefetching in storage hierarchies based on markov-chain predictions.,"achim kraiss, gerhard weikum",1998,vldb j.,53e9aed1b7602d97038fced8
exact: an extensible approach to active object-oriented databases.,"oscar díaz, arturo jaime",1997,vldb j.,53e99ea7b7602d97027709e3
functional-join processing.,"reinhard braumandl, jens claußen, alfons kemper, donald kossmann",2000,vldb j.,53e99804b7602d9702016872
update propagation strategies to improve freshness in lazy master replicated databases.,"esther pacitti, eric simon",2000,vldb j.,53e9abdfb7602d9703596db3
semantic caching of web queries.,"boris chidlovskii, uwe m. borghoff",2000,vldb j.,53e9b4f4b7602d970401e405
objectglobe: ubiquitous query processing on the internet.,"reinhard braumandl, markus keidl, alfons kemper, donald kossmann, alexander kreutz, stefan seltzsam, konrad stocker",2001,vldb j.,53e9b86db7602d970443664e
answering queries using views: a survey.,alon y. halevy,2001,vldb j.,53e99931b7602d97021700d9
spatial indexing of high-dimensional data based on relative approximation.,"yasushi sakurai, masatoshi yoshikawa, shunsuke uemura, haruhiko kojima",2002,vldb j.,53e99c3db7602d97024ede38
tree pattern query minimization.,"sihem amer-yahia, sungran cho, laks v. s. lakshmanan, divesh srivastava",2002,vldb j.,53e99ae7b7602d97023704f9
"watermarking relational data: framework, algorithms and analysis.","rakesh agrawal, peter j. haas, jerry kiernan",2003,vldb j.,53e9b130b7602d9703baf9c8
active rules for xml: a new paradigm for e-services.,"angela bonifati, stefano ceri, stefano paraboschi",2001,vldb j.,53e9af61b7602d97039a3042
unql: a query language and algebra for semistructured data based on structural recursion.,"peter buneman, mary f. fernandez, dan suciu",2000,vldb j.,53e9ac28b7602d97035ea67a
on periodic resource scheduling for continuous-media databases.,"minos n. garofalakis, banu özden, abraham silberschatz",1998,vldb j.,53e9ad5db7602d9703740527
maintenance of implication integrity constraints under updates to constraints.,"naci ishakbeyoglu, z. meral özsoyoglu",1998,vldb j.,53e9b91eb7602d9704506f96
join algorithm costs revisited.,"evan p. harris, kotagiri ramamohanarao",1996,vldb j.,53e99aa5b7602d970231cafd
priority assignment in real-time active databases,"rajendran m. sivasankaran, john a. stankovic, donald f. towsley, bhaskar purimetla, krithi ramamritham",1996,vldb j.,53e99ea0b7602d970276a6fa
managing multiple and distributed ontologies on the semantic web.,"alexander maedche, boris motik, ljiljana stojanovic",2003,vldb j.,53e9a7e3b7602d9703122672
aurora: a new model and architecture for data stream management.,"daniel j. abadi, donald carney, ugur çetintemel, mitch cherniack, christian convey, sangdon lee, michael stonebraker, nesime tatbul, stanley b. zdonik",2003,vldb j.,53e9a91ab7602d970326b94e
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution.,"goksel aslan, dennis mcleod",1999,vldb j.,53e9a62eb7602d9702f5ba5c
heuristic and randomized optimization for the join ordering problem.,"michael steinbrunn, guido moerkotte, alfons kemper",1997,vldb j.,53e9b2aab7602d9703d52b6b
dynamic plan migration for continuous queries over data streams.,"yali zhu, elke a. rundensteiner, george t. heineman",2004,sigmod conference,53e9b35ab7602d9703e3903b
xcache: a semantic caching system for xml queries.,"li chen, elke a. rundensteiner, song wang",2002,sigmod conference,53e9bc6db7602d97048e6f1b
xml in the middle: xquery in the weblogic platform.,michael j. carey,2004,sigmod conference,53e99cdfb7602d9702592a9f
xmdvtool: visual interactive data exploration and trend discovery of high-dimensional data sets.,"elke a. rundensteiner, matthew o. ward, jing yang 0001, punit r. doshi",2002,sigmod conference,53e9a3c8b7602d9702cdc284
handling very large databases with informix extended parallel server.,andreas weininger,2000,sigmod conference,53e9b017b7602d9703a6f520
tree logical classes for efficient evaluation of xquery.,"stelios paparizos, yuqing wu, laks v. s. lakshmanan, h. v. jagadish",2004,sigmod conference,53e9a146b7602d9702a3924a
aqr-toolkit: an adaptive query routing middleware for distributed data intensive systems.,"ling liu, calton pu, david buttler, wei han, henrique paques, wei tang",2000,sigmod conference,53e99daab7602d97026689be
datamime™.,"masum serazi, amal perera, qiang ding, vasiliy malakhov, imad rahal, fei pan, dongmei ren, weihua wu, william perrizo",2004,sigmod conference,53e99785b7602d9701f414b8
farmer: finding interesting rule groups in microarray datasets.,"gao cong, anthony k. h. tung, xin xu, feng pan, jiong yang",2004,sigmod conference,53e9b0abb7602d9703b15178
efficient similarity search and classification via rank aggregation.,"ronald fagin, ravi kumar, d. sivakumar",2003,sigmod conference,53e99e61b7602d97027253da
microsoft site server (commerce edition).,bassel ojjeh,1999,sigmod conference,53e9b023b7602d9703a7e33e
mapping data in peer-to-peer systems: semantics and algorithmic issues.,"anastasios kementsietsidis, marcelo arenas, renée j. miller",2003,sigmod conference,53e9ae0bb7602d9703816f7c
automating physical database design in a parallel database.,"jun rao, chun zhang, nimrod megiddo, guy m. lohman",2002,sigmod conference,53e9ad81b7602d9703774a89
ordpaths: insert-friendly xml node labels.,"patrick e. o'neil, elizabeth j. o'neil, shankar pal, istvan cseri, gideon schaller, nigel westbury",2004,sigmod conference,53e9b4abb7602d9703fba31d
"lessons from wall street: case studies in configuration, tuning, and distribution (tutorial).",dennis shasha,1997,sigmod conference,53e9aa0fb7602d970337d111
the samos active dbms prototype.,"stella gatziu, andreas geppert, klaus r. dittrich",1995,sigmod conference,53e9b5f4b7602d9704147ee5
learning table access cardinalities with leo.,"volker markl, guy m. lohman",2002,sigmod conference,53e99b95b7602d970243b7f4
constraint-based xml query rewriting for data integration.,"cong yu, lucian popa",2004,sigmod conference,53e9a19bb7602d9702a9189c
an optimal and progressive algorithm for skyline queries.,"dimitris papadias, yufei tao, greg fu, bernhard seeger",2003,sigmod conference,53e9b160b7602d9703be7f60
database performance in the real world - tpc-d and sap r/3 (experience paper).,"jochen doppelhammer, thomas höppler, alfons kemper, donald kossmann",1997,sigmod conference,53e9bb29b7602d9704764d03
leveraging the information asset.,janet perna,1995,sigmod conference,53e99a85b7602d97022f71b6
dynamic sample selection for approximate query processing.,"brian babcock, surajit chaudhuri, gautam das",2003,sigmod conference,53e9b6b9b7602d970423eab6
materialized view selection and maintenance using multi-query optimization.,"hoshi mistry, prasan roy, s. sudarshan 0001, krithi ramamritham",2001,sigmod conference,53e9ab07b7602d9703487d76
a scalable hash ripple join algorithm.,"gang luo, curt j. ellmann, peter j. haas, jeffrey f. naughton",2002,sigmod conference,53e9bb1db7602d970475ac9e
application architecture: 2tier or 3tier? what is dbms's role? (panel abstract).,anil nori,2000,sigmod conference,53e9b648b7602d97041a43c6
continuously adaptive continuous queries over streams.,"samuel madden, mehul a. shah, joseph m. hellerstein, vijayshankar raman",2002,sigmod conference,53e9aa57b7602d97033c7c24
ipsofacto: a visual correlation tool for aggregate network traffic data.,"flip korn, s. muthukrishnan, yunyue zhu",2003,sigmod conference,53e9bc32b7602d97048a175b
hierarchical compact cube for range-max queries.,"sin yeung lee, tok wang ling, hua-gang li",2000,vldb,53e9b181b7602d9703c0b40a
a close look at the ifo data model.,magdy s. hanna,1995,sigmod record,53e9b476b7602d9703f759ba
semantic and pedagogic interoperability mechanisms in the ariadne educational repository.,"eddy forte, florence haenni, ken warkentyne, erik duval, kris cardinaels, e. vervaet, koen hendrikx, maria wentland forte, florence simillion",1999,sigmod record,53e9b350b7602d9703e27cc0
database techniques for the world-wide web: a survey.,"daniela florescu, alon y. levy, alberto o. mendelzon",1998,sigmod record,53e9a5efb7602d9702f17e5d
3d geographic network displays.,"kenneth c. cox, stephen g. eick, taosong he",1996,sigmod record,53e9993fb7602d970217c102
sigmod 2001 industry sessions.,"guy m. lohman, césar a. galindo-legaria, michael j. franklin, leonard j. seligman",2001,sigmod record,53e99afdb7602d970238b12c
voodb: a generic discrete-event random simulation model to evaluate the performances of oodbs.,"jérôme darmont, michel schneider",1999,vldb,53e9b8f6b7602d97044dd0d2
banks: browsing and keyword searching in relational databases.,"b. aditya, gaurav bhalotia, soumen chakrabarti, arvind hulgeri, charuta nakhe, parag, s. sudarshan 0001",2002,vldb,53e99cb5b7602d970256a2e4
a system for keyword proximity search on xml databases.,"andrey balmin, vagelis hristidis, nick koudas, yannis papakonstantinou, divesh srivastava, tianqiu wang",2003,vldb,53e9b699b7602d970420d8f8
intra-transaction parallelism in the mapping of an object model to a relational multi-processor system.,"michael rys, moira c. norrie, hans-jörg schek",1996,vldb,53e9b775b7602d970431a797
cost models do matter: providing cost information for diverse data sources in a federated system.,"mary tork roth, fatma ozcan, laura m. haas",1999,vldb,53e9abf1b7602d97035ace6a
dwms: data warehouse management system.,narendra mohan,1996,vldb,53e9ab78b7602d970351c2bb
query decomposition and view maintenance for query languages for unstructured data.,dan suciu,1996,vldb,53e9ac70b7602d9703640f3d
weaving relations for cache performance.,"anastassia ailamaki, david j. dewitt, mark d. hill, marios skounakis",2001,vldb,53e9b2c6b7602d9703d7208e
dynamic update cube for range-sum queries.,"seok-ju chun, chin-wan chung, ju-hong lee, seok-lyong lee",2001,vldb,53e99f42b7602d970281270d
a fast index for semistructured data.,"brian f. cooper, neal sample, michael j. franklin, gísli r. hjaltason, moshe shadmon",2001,vldb,53e9a02db7602d9702914e87
supporting periodic authorizations and temporal reasoning in database access control.,"elisa bertino, claudio bettini, elena ferrari, pierangela samarati",1996,vldb,53e9bb1cb7602d9704756dee
"ambient intelligence with the ubiquitous network, the embedded computer devices and the hidden databases (abstract).",egbert-jan sol,2001,vldb,53e9b512b7602d9704046ca6
integrating and updating domain knowledge with data mining.,carsten pohle,2003,vldb phd workshop,53e99a35b7602d97022949a2
eos: exactly-once e-service middleware.,"german shegalov, gerhard weikum, roger s. barga, david b. lomet",2002,vldb,53e99c3db7602d97024eef8c
"set containment joins: the good, the bad and the ugly.","karthikeyan ramasamy, jignesh m. patel, jeffrey f. naughton, raghav kaushik",2000,vldb,53e99e5bb7602d97027206c5
a data warehousing architecture for enabling service provisioning process.,yannis kotidis,2001,vldb,53e99d9eb7602d970265d441
building and customizing data-intensive web sites using weave.,"khaled yagoub, daniela florescu, valérie issarny, patrick valduriez",2000,vldb,53e9a2b2b7602d9702bbaadb
database architecture for new hardware.,anastassia ailamaki,2004,vldb,53e9acb5b7602d970368f878
