Title_acm,Authors_acm,Year_acm,Venue_acm,Index_acm,bucket_acm,ToKeep_acm,isSigmod_acm,isVLDB_acm,Authors_new_acm,Title_dblp,Authors_dblp,Year_dblp,Venue_dblp,Index_dblp,bucket_dblp,ToKeep_dblp,isSigmod_dblp,isVLDB_dblp,Authors_new_dblp
report on the first international workshop on efficient web-based information systems,"zoé lacroix, omar boucelma",2003,acm sigmod record,53908a4020f70186a0d9d778,"b, l, o, z",False,True,False,"o boucelma, z lacroix",report on the first international workshop an efficient web-based information systems.,"zoé lacroix, omar boucelma",2003,sigmod record,53e9b30ab7602d9703dd0754,"b, l, o, z",True,True,False,"o boucelma, z lacroix"
chip-secured data access: confidential data on untrusted servers,"luc bouganim, philippe pucheral",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a96e,"b, l, p",False,False,True,"l bouganim, p pucheral",chip-secured data access: confidential data on untrusted servers.,"luc bouganim, philippe pucheral",2002,vldb,53e99b94b7602d9702439f10,"b, l, p",True,False,True,"l bouganim, p pucheral"
temporal database system implementations,michael h. böhlen,1995,acm sigmod record,539087cf20f70186a0d5d02f,"b, m",False,True,False,m böhlen,temporal database system implementations.,michael h. böhlen,1995,sigmod record,53e99addb7602d9702363885,"b, m",True,True,False,m böhlen
"panel: future directions of database research - the vldb broadening strategy, part 2",michael l. brodie,2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da472f,"b, m",False,False,True,m brodie,"panel: future directions of database research - the vldb broadening strategy, part 2.",michael l. brodie,2000,vldb,53e9ba54b7602d970466d248,"b, m",True,False,True,m brodie
illuminating the dark side of web services,michael l. brodie,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe80,"b, m",False,False,True,m brodie,illuminating the dark side of web services.,michael l. brodie,2003,vldb,53e9a34ab7602d9702c5457c,"b, m",True,False,True,m brodie
a research status report on adaptation for mobile data access,"brian d. noble, m. satyanarayanan",1995,acm sigmod record,539087cf20f70186a0d5d016,"b, m, n, s",False,True,False,"b noble, m satyanarayanan",a research status report on adaptation for mobile data access.,"brian noble, mahadev satyanarayanan",1995,sigmod record,53e9ab6fb7602d970350e60f,"b, m, n, s",True,True,False,"b noble, m satyanarayanan"
designing wrapper components for e-services in integrating heterogeneous systems,"massimo mecella, barbara pernici",2001,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbb0a0,"b, m, p",False,False,True,"m mecella, b pernici",designing wrapper components for e-services in integrating heterogeneous systems.,"massimo mecella, barbara pernici",2001,vldb j.,53e9b693b7602d9704203824,"b, m, p",True,False,True,"m mecella, b pernici"
bigsur: a system for the management of earth science data,"paul brown, michael stonebraker",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4cd8,"b, m, p, s",False,False,True,"p brown, m stonebraker",bigsur: a system for the management of earth science data.,"paul brown, michael stonebraker",1995,vldb,53e9bbe0b7602d97048302ae,"b, m, p, s",True,False,True,"p brown, m stonebraker"
xml schemas in oracle xml db,"ravi murthy, sandeepan banerjee",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe78,"b, m, r, s",False,False,True,"s banerjee, r murthy",xml schemas in oracle xml db.,"ravi murthy, sandeepan banerjee",2003,vldb,53e9bd18b7602d97049a1bc4,"b, m, r, s",True,False,True,"s banerjee, r murthy"
branding yourself,"richard snodgrass, merrie brucks",2004,acm sigmod record,5390975920f70186a0dfe2bd,"b, m, r, s",False,True,False,"m brucks, r snodgrass",branding yourself.,"richard t. snodgrass, merrie brucks",2004,sigmod record,53e9979eb7602d9701f6e878,"b, m, r, s",True,True,False,"m brucks, r snodgrass"
analysis of navigation behaviour in web sites integrating multiple information systems,"bettina berendt, myra spiliopoulou",2000,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabb6,"b, m, s",False,False,True,"b berendt, m spiliopoulou",analysis of navigation behaviour in web sites integrating multiple information systems.,"bettina berendt, myra spiliopoulou",2000,vldb j.,53e9ac38b7602d97035fd51e,"b, m, s",True,False,True,"b berendt, m spiliopoulou"
biopatentminer: an information retrieval system for biomedical patents,"sougata mukherjea, bhuvan bamba",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401e7,"b, m, s",False,False,True,"b bamba, s mukherjea",biopatentminer: an information retrieval system for biomedical patents.,"sougata mukherjea, bhuvan bamba",2004,vldb,53e99ea0b7602d970276bc4d,"b, m, s",True,False,True,"b bamba, s mukherjea"
applications of java programming language to database management,"bradley f. burton, victor w. marek",1998,acm sigmod record,539087e720f70186a0d68b6c,"b, m, v",False,True,False,"b burton, v marek",applications of the java programming language to database management.,"bradley f. burton, v. wiktor marek",1998,sigmod record,53e9b7cdb7602d970437c915,"b, m, v",True,True,False,"b burton, v marek"
repository system engineering,pillip a. bernstein,1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a444,"b, p",False,True,False,p bernstein,repository system engineering.,philip a. bernstein,1996,sigmod conference,53e99818b7602d9702034ff1,"b, p",True,True,False,p bernstein
repositories and object oriented databases,philip a. bernstein,1998,acm sigmod record,539087e720f70186a0d68b7b,"b, p",False,True,False,p bernstein,repositories and object oriented databases.,philip a. bernstein,1998,sigmod record,53e9ade2b7602d97037ec4ae,"b, p",True,True,False,p bernstein
going public: open-source databases and database research,philippe bonnet,2002,proceedings of the 2002 acm sigmod international conference on management of data,5390882d20f70186a0d8daed,"b, p",False,True,False,p bonnet,going public: open-source databases and database research.,philippe bonnet,2002,sigmod conference,53e9b0a5b7602d9703b12652,"b, p",True,True,False,p bonnet
"large-scale, standards-based earth observation imagery and web mapping services",peter baumann,2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe97,"b, p",False,False,True,p baumann,"large-scale, standards-based earth observation imagery and web mapping services.",peter baumann,2003,vldb,53e9b954b7602d9704542119,"b, p",True,False,True,p baumann
model-driven business ui based on maps,per bendsen,2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfacd8,"b, p",False,True,False,p bendsen,model-driven business ui based on maps.,per bendsen,2004,sigmod conference,53e9a5afb7602d9702edaae3,"b, p",True,True,False,p bendsen
merging models based on given correspondences,"rachel a. pottinger, philip a. bernstein",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe6b,"b, p, r",False,False,True,"p bernstein, r pottinger",merging models based on given correspondences.,"rachel pottinger, philip a. bernstein",2003,vldb,53e9a8eab7602d97032392e8,"b, p, r",True,False,True,"p bernstein, r pottinger"
technology challenges in a data warehouse,ramesh bhashyam,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f7,"b, r",False,False,True,r bhashyam,technology challenges in a data warehouse.,ramesh bhashyam,2004,vldb,53e9b344b7602d9703e193aa,"b, r",True,False,True,r bhashyam
real world requirements for decision support—implications for rdbms,sanju k. bansal,1995,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,539087d420f70186a0d5df5b,"b, s",False,True,False,s bansal,real world requirements for decision support - implications for rdbms.,sanju k. bansal,1995,sigmod conference,53e9b153b7602d9703bd84d7,"b, s",True,True,False,s bansal
near neighbor search in large metric spaces,sergey brin,1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4c5a,"b, s",False,False,True,s brin,near neighbor search in large metric spaces.,sergey brin,1995,vldb,53e9acfeb7602d97036ddaf2,"b, s",True,False,True,s brin
managing data from high-throughput genomic processing: a case study,"toby bloom, ted sharpe",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f3,"b, s, t",False,False,True,"t bloom, t sharpe",managing data from high-throughput genomic processing: a case study.,"toby bloom, ted sharpe",2004,vldb,53e9bb37b7602d970477820f,"b, s, t",True,False,True,"t bloom, t sharpe"
liquid data for weblogic: integrating enterprise data and services,vinayak borkar,2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dface3,"b, v",False,True,False,v borkar,liquid data for weblogic: integrating enterprise data and services.,vinayak r. borkar,2004,sigmod conference,53e9aa61b7602d97033d58bf,"b, v",True,True,False,v borkar
"a response to r. camps' article “domains, relations and religious wars”",c. j. date,1996,acm sigmod record,539087dd20f70186a0d62b3a,"c, d",False,True,False,c date,"a response to r. camps' article ``domains, relations and religious wars''.",c. j. date,1996,sigmod record,53e9a79eb7602d97030dd354,"c, d",True,True,False,c date
information retrieval from an incomplete data cube,curtis e. dyreson,1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4d9a,"c, d",False,False,True,c dyreson,information retrieval from an incomplete data cube.,curtis e. dyreson,1996,vldb,53e9a8e3b7602d9703234135,"c, d",True,False,True,c dyreson
"the new locking, logging, and recovery architecture of microsoft sql server 7.0",david campbell,1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da45e0,"c, d",False,False,True,d campbell,"the new locking, logging, and recovery architecture of microsoft sql server 7.0.",david campbell,1999,vldb,53e9a4aab7602d9702dc9086,"c, d",True,False,True,d campbell
xquery: a query language for xml,don chamberlin,2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a48,"c, d",False,True,False,d chamberlin,xquery: a query language for xml.,donald d. chamberlin,2003,sigmod conference,53e9b4a6b7602d9703fb64a3,"c, d",True,True,False,d chamberlin
"temporal coalescing with now granularity, and incomplete information",curtis e. dyreson,2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a03,"c, d",False,True,False,c dyreson,"temporal coalescing with now, granularity, and incomplete information.",curtis e. dyreson,2003,sigmod conference,53e9a5f6b7602d9702f215cf,"c, d",True,True,False,c dyreson
edgar f. codd: a tribute and personal memoir,c. j. date,2003,acm sigmod record,539095ba20f70186a0df0f01,"c, d",False,True,False,c date,edgar f. codd: a tribute and personal memoir.,c. j. date,2003,sigmod record,53e99ed2b7602d970279f357,"c, d",True,True,False,c date
production database systems: making them easy is hard work,david campbell,2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401f2,"c, d",False,False,True,d campbell,production database systems: making them easy is hard work.,david campbell,2004,vldb,53e9b92ab7602d9704516f07,"c, d",True,False,True,d campbell
semantic and pedagogic interoperability mechanisms in the ariadne educational repository,"e. forte, f. haenni, k. warkentyne, e. duval, k. cardinaels, e. vervaet, k. hendrikx, m. wentland forte, f. simillion",1999,acm sigmod record,539087f320f70186a0d70a0f,"c, d, e, f, h, k, m, s, v, w",False,True,False,"k cardinaels, e duval, m forte, e forte, f haenni, k hendrikx, f simillion, e vervaet, k warkentyne",semantic and pedagogic interoperability mechanisms in the ariadne educational repository.,"eddy forte, florence haenni, ken warkentyne, erik duval, kris cardinaels, e. vervaet, koen hendrikx, maria wentland forte, florence simillion",1999,sigmod record,53e9b350b7602d9703e27cc0,"c, d, e, f, h, k, m, s, v, w",True,True,False,"k cardinaels, e duval, m forte, e forte, f haenni, k hendrikx, f simillion, e vervaet, k warkentyne"
database de-centralization - a practical approach,"tor didriksen, césar a. galindo-legaria, eirik dahle",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8d,"c, d, e, g, t",False,False,True,"e dahle, t didriksen, c galindo-legaria",database de-centralization - a practical approach.,"tor didriksen, césar a. galindo-legaria, eirik dahle",1995,vldb,53e9aeebb7602d970391916a,"c, d, e, g, t",True,False,True,"e dahle, t didriksen, c galindo-legaria"
a flexible and recoverable client/server database event notification system,"eric n. hanson, i.-cheng chen, roxana dastur, kurt engel, vijay ramaswamy, wendy tan, chun xu",1998,the vldb journal — the international journal on very large data bases,53908b4920f70186a0dbabcf,"c, d, e, h, i, k, r, t, v, w, x",False,False,True,"i chen, r dastur, k engel, e hanson, v ramaswamy, w tan, c xu",a flexible and recoverable client/server database event notification system.,"eric n. hanson, i.-cheng chen, roxana dastur, kurt engel, vijay ramaswamy, wendy tan, chun xu",1998,vldb j.,53e9b41ab7602d9703f13cc1,"c, d, e, h, i, k, r, t, v, w, x",True,False,True,"i chen, r dastur, k engel, e hanson, v ramaswamy, w tan, c xu"
retina: a real-time traffic navigation system,"kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung",2001,sigmod '01 proceedings of the 2001 acm sigmod international conference on management of data,5390881220f70186a0d7e350,"c, d, e, h, k, l, n, s, t",False,True,False,"e chan, d hung, t kuo, k lam, s ng",retina: a real-time traffic navigation system.,"kam-yiu lam, edward chan, tei-wei kuo, s. w. ng, dick hung",2001,sigmod conference,53e9a61fb7602d9702f4b943,"c, d, e, h, k, l, n, s, t",True,True,False,"e chan, d hung, t kuo, k lam, s ng"
holistic udafs at streaming speeds,"graham cormode, theodore johnson, flip korn, s. muthukrishnan, oliver spatscheck, divesh srivastava",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac8a,"c, d, f, g, j, k, m, o, s, t",False,True,False,"g cormode, t johnson, f korn, s muthukrishnan, o spatscheck, d srivastava",holistic udafs at streaming speeds.,"graham cormode, theodore johnson, flip korn, s. muthukrishnan, oliver spatscheck, divesh srivastava",2004,sigmod conference,53e9a91ab7602d970326be48,"c, d, f, g, j, k, m, o, s, t",True,True,False,"g cormode, t johnson, f korn, s muthukrishnan, o spatscheck, d srivastava"
finding hierarchical heavy hitters in data streams,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2003,vldb '03 proceedings of the 29th international conference on very large data bases - volume 29,53909f8c20f70186a0e3fe4a,"c, d, f, g, k, m, s",False,False,True,"g cormode, f korn, s muthukrishnan, d srivastava",finding hierarchical heavy hitters in data streams.,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2003,vldb,53e9aebcb7602d97038e2a4e,"c, d, f, g, k, m, s",True,False,True,"g cormode, f korn, s muthukrishnan, d srivastava"
diamond in the rough: finding hierarchical heavy hitters in multi-dimensional data,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac94,"c, d, f, g, k, m, s",False,True,False,"g cormode, f korn, s muthukrishnan, d srivastava",diamond in the rough: finding hierarchical heavy hitters in multi-dimensional data.,"graham cormode, flip korn, s. muthukrishnan, divesh srivastava",2004,sigmod conference,53e9a6f5b7602d97030287a5,"c, d, f, g, k, m, s",True,True,False,"g cormode, f korn, s muthukrishnan, d srivastava"
focused crawling using context graphs,"michelangelo diligenti, frans coetzee, steve lawrence, c. lee giles, marco gori",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47db,"c, d, f, g, l, m, s",False,False,True,"f coetzee, m diligenti, c giles, m gori, s lawrence",focused crawling using context graphs.,"michelangelo diligenti, frans coetzee, steve lawrence, c. lee giles, marco gori",2000,vldb,53e9a8b7b7602d9703205ca8,"c, d, f, g, l, m, s",True,False,True,"f coetzee, m diligenti, c giles, m gori, s lawrence"
relational databases for querying xml documents: limitations and opportunities,"jayavel shanmugasundaram, kristin tufte, chun zhang, gang he, david j. dewitt, jeffrey f. naughton",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da4672,"c, d, g, h, j, k, n, s, t, z",False,False,True,"d dewitt, g he, j naughton, j shanmugasundaram, k tufte, c zhang",relational databases for querying xml documents: limitations and opportunities.,"jayavel shanmugasundaram, kristin tufte, chun zhang, gang he, david j. dewitt, jeffrey f. naughton",1999,vldb,53e9b137b7602d9703bbcc97,"c, d, g, h, j, k, n, s, t, z",True,False,True,"d dewitt, g he, j naughton, j shanmugasundaram, k tufte, c zhang"
ogdi: toward interoperability among geospatial databases,"gilles clément, christian larouche, denis gouin, paul morin, henry kucera",1997,acm sigmod record,539087e120f70186a0d665f8,"c, d, g, h, k, l, m, p",False,True,False,"g clément, d gouin, h kucera, c larouche, p morin",ogdi: toward interoperability among geospatial databases.,"gilles clement, christian larouche, denis gouin, paul morin, henry kucera",1997,sigmod record,53e9af81b7602d97039c5260,"c, d, g, h, k, l, m, p",True,True,False,"g clement, d gouin, h kucera, c larouche, p morin"
comparing data streams using hamming norms (how to zero in),"graham cormode, mayur datar, piotr indyk, s. muthukrishnan",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a97f,"c, d, g, i, m, p, s",False,False,True,"g cormode, m datar, p indyk, s muthukrishnan",comparing data streams using hamming norms (how to zero in).,"graham cormode, mayur datar, piotr indyk, s. muthukrishnan",2002,vldb,53e9a22bb7602d9702b305af,"c, d, g, i, m, p, s",True,False,True,"g cormode, m datar, p indyk, s muthukrishnan"
reasoning on regular path queries,"d. calvanese, g. de giacomo, m. lenzerini, m. y. vardi",2003,acm sigmod record,539095ba20f70186a0df0f0e,"c, d, g, l, m, v",False,True,False,"d calvanese, g giacomo, m lenzerini, m vardi",reasoning on regular path queries.,"diego calvanese, giuseppe de giacomo, maurizio lenzerini, moshe y. vardi",2003,sigmod record,53e9ad68b7602d970374f0fd,"c, d, g, l, m, v",True,True,False,"d calvanese, g giacomo, m lenzerini, m vardi"
"identifying similarities, periodicities and bursts for online search queries","michail vlachos, christopher meek, zografoula vagena, dimitrios gunopulos",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac92,"c, d, g, m, v, z",False,True,False,"d gunopulos, c meek, z vagena, m vlachos","identifying similarities, periodicities and bursts for online search queries.","michail vlachos, christopher meek, zografoula vagena, dimitrios gunopulos",2004,sigmod conference,53e9af0cb7602d9703940b40,"c, d, g, m, v, z",True,True,False,"d gunopulos, c meek, z vagena, m vlachos"
the grid: an application of the semantic web,"carole goble, david de roure",2002,acm sigmod record,539089d320f70186a0d9c21c,"c, d, g, r",False,True,False,"c goble, d roure",the grid: an application of the semantic web.,"carole a. goble, david de roure",2002,sigmod record,53e9abe4b7602d970359e217,"c, d, g, r",True,True,False,"c goble, d roure"
effective use of block-level sampling in statistics estimation,"surajit chaudhuri, gautam das, utkarsh srivastava",2004,sigmod '04 proceedings of the 2004 acm sigmod international conference on management of data,5390972920f70186a0dfac9f,"c, d, g, s, u",False,True,False,"s chaudhuri, g das, u srivastava",effective use of block-level sampling in statistics estimation.,"surajit chaudhuri, gautam das, utkarsh srivastava",2004,sigmod conference,53e9b03db7602d9703a9bd2e,"c, d, g, s, u",True,True,False,"s chaudhuri, g das, u srivastava"
the third manifesto,"hugh darwen, c. j. date",1995,acm sigmod record,539087cb20f70186a0d594f4,"c, d, h",False,True,False,"h darwen, c date",the third manifesto.,"hugh darwen, c. j. date",1995,sigmod record,53e9984fb7602d970208642b,"c, d, h",True,True,False,"h darwen, c date"
toward learning based web query processing,"yanlei diao, hongjun lu, songting chen, zengping tian",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da472d,"c, d, h, l, s, t, y, z",False,False,True,"s chen, y diao, h lu, z tian",toward learning based web query processing.,"yanlei diao, hongjun lu, songting chen, zengping tian",2000,vldb,53e9a584b7602d9702eac3cb,"c, d, h, l, s, t, y, z",True,False,True,"s chen, y diao, h lu, z tian"
selective information dissemination in p2p networks: problems and solutions,"manolis koubarakis, christos tryfonopoulos, stratos idreos, yannis drougas",2003,acm sigmod record,5390958920f70186a0deec7f,"c, d, i, k, m, s, t, y",False,True,False,"y drougas, s idreos, m koubarakis, c tryfonopoulos",selective information dissemination in p2p networks: problems and solutions.,"manolis koubarakis, christos tryfonopoulos, stratos idreos, yannis drougas",2003,sigmod record,53e9a4a3b7602d9702dc281a,"c, d, i, k, m, s, t, y",True,True,False,"y drougas, s idreos, m koubarakis, c tryfonopoulos"
extending practical pre-aggregation in on-line analytical processing,"torben bach pedersen, christian s. jensen, curtis e. dyreson",1999,vldb '99 proceedings of the 25th international conference on very large data bases,53908a7420f70186a0da466a,"c, d, j, p, t",False,False,True,"c dyreson, c jensen, t pedersen",extending practical pre-aggregation in on-line analytical processing.,"torben bach pedersen, christian s. jensen, curtis e. dyreson",1999,vldb,53e999eeb7602d9702234ccd,"c, d, j, p, t",True,False,True,"c dyreson, c jensen, t pedersen"
the treescape system: reuse of pre-computed aggregates over irregular olap hierarchies,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da47cf,"c, d, j, p, t",False,False,True,"c dyreson, c jensen, t pedersen",the treescape system: reuse of pre-computed aggregates over irregular olap hierarchies.,"torben bach pedersen, christian s. jensen, curtis e. dyreson",2000,vldb,53e9a3d4b7602d9702ceacd0,"c, d, j, p, t",True,False,True,"c dyreson, c jensen, t pedersen"
novel approaches in query processing for moving object trajectories,"dieter pfoser, christian s. jensen, yannis theodoridis",2000,vldb '00 proceedings of the 26th international conference on very large data bases,53908a9620f70186a0da487f,"c, d, j, p, t, y",False,False,True,"c jensen, d pfoser, y theodoridis",novel approaches in query processing for moving object trajectories.,"dieter pfoser, christian s. jensen, yannis theodoridis",2000,vldb,53e9b607b7602d970415bd12,"c, d, j, p, t, y",True,False,True,"c jensen, d pfoser, y theodoridis"
qcluster: relevance feedback using adaptive clustering for content-based image retrieval,"deok-hwan kim, chin-wan chung",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a27,"c, d, k",False,True,False,"c chung, d kim",qcluster: relevance feedback using adaptive clustering for content-based image retrieval.,"deok-hwan kim, chin-wan chung",2003,sigmod conference,53e9ab55b7602d97034e6d89,"c, d, k",True,True,False,"c chung, d kim"
reducing the braking distance of an sql query engine,"michael j. carey, donald kossmann",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da4525,"c, d, k, m",False,False,True,"m carey, d kossmann",reducing the braking distance of an sql query engine.,"michael j. carey, donald kossmann",1998,vldb,53e9a3c1b7602d9702cd5207,"c, d, k, m",True,False,True,"m carey, d kossmann"
wic: a general-purpose algorithm for monitoring web information sources,"sandeep pandey, kedar dhamdhere, christopher olston",2004,vldb '04 proceedings of the thirtieth international conference on very large data bases - volume 30,53909f8c20f70186a0e401ac,"c, d, k, o, p, s",False,False,True,"k dhamdhere, c olston, s pandey",wic: a general-purpose algorithm for monitoring web information sources.,"sandeep pandey, kedar dhamdhere, christopher olston",2004,vldb,53e9b0c2b7602d9703b34a47,"c, d, k, o, p, s",True,False,True,"k dhamdhere, c olston, s pandey"
flexible relations - operational support of variant relational structures,"christian kalus, peter dadam",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4d8f,"c, d, k, p",False,False,True,"p dadam, c kalus",flexible relations - operational support of variant relational structures.,"christian kalus, peter dadam",1995,vldb,53e99ac4b7602d9702343ad0,"c, d, k, p",True,False,True,"p dadam, c kalus"
querying multiple features of groups in relational databases,"damianos chatziantoniou, kenneth a. ross",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4ec8,"c, d, k, r",False,False,True,"d chatziantoniou, k ross",querying multiple features of groups in relational databases.,"damianos chatziantoniou, kenneth a. ross",1996,vldb,53e9a8ffb7602d9703251ecc,"c, d, k, r",True,False,True,"d chatziantoniou, k ross"
groupwise processing of relational queries,"damianos chatziantoniou, kenneth a. ross",1997,vldb '97 proceedings of the 23rd international conference on very large data bases,53908a7420f70186a0da4482,"c, d, k, r",False,False,True,"d chatziantoniou, k ross",groupwise processing of relational queries.,"damianos chatziantoniou, kenneth a. ross",1997,vldb,53e9a9c4b7602d9703323382,"c, d, k, r",True,False,True,"d chatziantoniou, k ross"
referee: an open framework for practical testing of recommender systems using researchindex,"dan cosley, steve lawrence, david m. pennock",2002,vldb '02 proceedings of the 28th international conference on very large data bases,53909f6920f70186a0e3a966,"c, d, l, p, s",False,False,True,"d cosley, s lawrence, d pennock",referee: an open framework for practical testing of recommender systems using researchindex.,"dan cosley, steve lawrence, david m. pennock",2002,vldb,53e9a767b7602d97030a3080,"c, d, l, p, s",True,False,True,"d cosley, s lawrence, d pennock"
declustering databases on heterogeneous disk systems,"ling tony chen, doron rotem, sidhar seshadri",1995,vldb '95 proceedings of the 21th international conference on very large data bases,53908a9620f70186a0da4c5b,"c, d, l, r, s",False,False,True,"l chen, d rotem, s seshadri",declustering databases on heterogeneous disk systems.,"ling tony chen, doron rotem, sridhar seshadri",1995,vldb,53e9aecbb7602d97038f67cf,"c, d, l, r, s",True,False,True,"l chen, d rotem, s seshadri"
comparative analysis of six xml schema languages,"dongwon lee, wesley w. chu",2000,acm sigmod record,5390880d20f70186a0d7b5ec,"c, d, l, w",False,True,False,"w chu, d lee",comparative analysis of six xml schema languages.,"dongwon lee, wesley w. chu",2000,sigmod record,53e9b30ab7602d9703dce3a4,"c, d, l, w",True,True,False,"w chu, d lee"
of objects and databases: a decade of turmoil,"michael j. carey, david j. dewitt",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e25,"c, d, m",False,False,True,"m carey, d dewitt",of objects and databases: a decade of turmoil,"michael j. carey, david j. dewitt",1996,vldb,53e9b321b7602d9703dede86,"c, d, m",True,False,True,"m carey, d dewitt"
a comprehensive xquery to sql translation using dynamic interval encoding,"david dehaan, david toman, mariano p. consens, m. tamer özsu",2003,proceedings of the 2003 acm sigmod international conference on management of data,53908d6520f70186a0dd1a29,"c, d, m, t, ö",False,True,False,"m consens, d dehaan, d toman, m özsu",a comprehensive xquery to sql translation using dynamic interval encoding.,"david dehaan, david toman, mariano p. consens, m. tamer özsu",2003,sigmod conference,53e9acd3b7602d97036b13fd,"c, d, m, t, ö",True,True,False,"m consens, d dehaan, d toman, m özsu"
an overview of data warehousing and olap technology,"surajit chaudhuri, umeshwar dayal",1997,acm sigmod record,539087dd20f70186a0d634a2,"c, d, s, u",False,True,False,"s chaudhuri, u dayal",an overview of data warehousing and olap technology.,"surajit chaudhuri, umeshwar dayal",1997,sigmod record,53e9bb72b7602d97047b70c0,"c, d, s, u",True,True,False,"s chaudhuri, u dayal"
managing large systems with db2 udb,chris eaton,1998,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,539087e720f70186a0d69680,"c, e",False,True,False,c eaton,managing large systems with db2 udb.,chris eaton,1998,sigmod conference,53e9a92ab7602d970327d1e8,"c, e",True,True,False,c eaton
active storage for large-scale data mining and multimedia,"erik riedel, garth a. gibson, christos faloutsos",1998,vldb '98 proceedings of the 24rd international conference on very large data bases,53908a7420f70186a0da45d8,"c, e, f, g, r",False,False,True,"c faloutsos, g gibson, e riedel",active storage for large-scale data mining and multimedia.,"erik riedel, garth a. gibson, christos faloutsos",1998,vldb,53e9a6cab7602d9702ffc5f7,"c, e, f, g, r",True,False,True,"c faloutsos, g gibson, e riedel"
fast nearest neighbor search in medical image databases,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot siegel, zenon protopapas",1996,vldb '96 proceedings of the 22th international conference on very large data bases,53908a9620f70186a0da4e41,"c, e, f, k, n, p, s, z",False,False,True,"c faloutsos, f korn, z protopapas, n sidiropoulos, e siegel",fast nearest neighbor search in medical image databases.,"flip korn, nikolaos sidiropoulos, christos faloutsos, eliot l. siegel, zenon protopapas",1996,vldb,53e9b716b7602d97042afc74,"c, e, f, k, n, p, s, z",True,False,True,"c faloutsos, f korn, z protopapas, n sidiropoulos, e siegel"
