Title,Authors,Year,Venue,Index
lore: a lightweight object repository for semistructured data,"dallan quass, jennifer widom, roy goldman, kevin haas, qingshan luo, jason mchugh, svetlozar nestorov, anand rajaraman, hugo rivero, serge abiteboul, jeff ullman, janet wiener",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a44b
bess: storage support for interactive visualization systems,"a. biliris, t. a. funkhouser, w. o'connell, e. panagos",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a452
the multiview project: object-oriented view technology and applications,"e. a. rundensteiner, h. a. kuno, y.-g. ra, v. crestana-taube, m. c. jones, p. j. marron",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a451
the garlic project,"m. tork roth, m. arya, l. haas, m. carey, w. cody, r. fagin, p. schwarz, j. thomas, e. wimmers",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a453
dbminer: interactive mining of multiple-level knowledge in relational databases,"jaiwei han, youngjian fu, wei wang, jenny chiang, osmar r. zaïane, krzysztof koperski",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a44c
metu interoperable database system,"asuman dogac, ugur halici, ebru kilic, gokhan ozhan, fatma ozcan, sena nural, cevdet dengi, sema mancuhan, budak arpinar, pinar koksal, cem evrendilek",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a44e
prospector: a content-based multimedia server for massively parallel architectures,"s. choo, w. o'connell, g. linerman, h. chen, k. ganapathy, a. biliris, e. panagos, d. schrader",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a44d
hyperstorm—administering structured documents using object-oriented database technology,"klemens böhm, karl aberer",1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a449
state of the art in workflow management research and products,c. mohan,1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a446
data mining techniques,jiawei han,1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a447
databases and visualization,daniel a. keim,1996,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,539087eb20f70186a0d6a445
acm sigmod record,michael franklin,1998,acm sigmod record,558cf4cde4b00b95a766fe2a
reminiscences on influential papers,richard snodgrass,1998,acm sigmod record,558e0e590cf222bc17bc023b
algebraic change propagation for semijoin and outerjoin queries,"timothy griffin, bharat kumar",1998,acm sigmod record,539087ef20f70186a0d6c8e3
b-tree page size when caching is considered,david lomet,1998,acm sigmod record,539087ef20f70186a0d6c8e4
standards in practice,"andrew eisenberg, jim melton",1998,acm sigmod record,539087ef20f70186a0d6c8e9
database research at columbia university,"shih-fu chang, luis gravano, gail e. kaiser, kenneth a. ross, salvatore j. stolfo",1998,acm sigmod record,539087ef20f70186a0d6c8ec
the trigs active object-oriented database system— an overview,"g. kappel, w. retschitzegger",1998,acm sigmod record,539087ef20f70186a0d6c8e6
a case for intelligent disks (idisks),"kimberly keeton, david a. patterson, joseph m. hellerstein",1998,acm sigmod record,539087ef20f70186a0d6c8e7
enhanced nearest neighbour search on the r-tree,"king lum cheung, ada wai-chee fu",1998,acm sigmod record,539087ef20f70186a0d6c8e2
database techniques for the world-wide web: a survey,"daniela florescu, alon levy, alberto mendelzon",1998,acm sigmod record,539087ef20f70186a0d6c8ea
the microsoft database research group,"david lomet, roger barga, surajit chaudhuri, paul larson, vivek narasayya",1998,acm sigmod record,539087ef20f70186a0d6c8ed
report on the 5th international workshop on knowledge representation meets databases (krdb'98),"alex borgida, vinay k. chaudhri, martin staudt",1998,acm sigmod record,539087ef20f70186a0d6c8e1
the complexity of query reliability,"erich grädel, yuri gurevich, colin hirsch",1998,pods '98 proceedings of the seventeenth acm sigact-sigmod-sigart symposium on principles of database systems,539087ef20f70186a0d6d859
efficiently sequencing tape-resident jobs,"sachin more, s. muthukrishnan, elizabeth shriver",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f791
reasoning about nested functional dependencies,"carmem s. hara, susan b. davidson",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f796
minimal data upgrading to prevent inference and association attacks,"steven dawson, sabrina de capitani di vimercati, patrick lincoln, pierangela samarati",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f799
hypertree decompositions and tractable queries,"georg gottlob, nicola leone, francesco scarcello",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f790
a framework for measuring changes in data characteristics,"venkatesh ganti, johannes gehrke, raghu ramakrishnan",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79a
exact and approximate aggregation in constraint query languages,"michael benedikt, leonid libkin",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f798
least expected cost query optimization: an exercise in utility,"francis chu, joseph y. halpern, praveen seshadri",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79b
querying aggregate data,"stéphane grumbach, maurizio rafanelli, leonardo tininini",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79f
type inference for queries on semistructured data,"tova milo, dan suciu",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a3
inherent complexity of recursive queries,stavros cosmadakis,1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79c
rewriting of regular expressions and regular path queries,"diego calvanese, giuseppe de giacomo, maurizio lenzerini, moshe y. vardi",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a1
query automata,"frank neven, thomas schwentick",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a2
applications of linear algebra in information retrieval and hypertext analysis,"jon kleinberg, andrew tomkins",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a0
correctness in general configurations of transactional components,"gustavo alonso, armin feßler, guy pardon, hans-jörg schek",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a9
substring selectivity estimation,"h. v. jagadish, raymond t. ng, divesh srivastava",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a6
atomicity with incompatible presumptions,"yousef j. al-houmaily, panos k. chrysanthis",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7ab
queries with incomplete answers over semistructured data,"yaron kanza, werner nutt, yehoshua sagiv",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a4
locality preserving dictionaries: theory & application to clustering in databases,vijayshankar raman,1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7ae
group updates for relaxed height-balanced trees,"lauri malmi, eljas soisalon-soininen",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7b0
type inference in the polymorphic relational algebra,"jan van den bussche, emmanuel waller",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f795
window-accumulated subsequence matching problem is linear,"luc boasson, patrick cegielski, irène guessarian, yuri matiyasevich",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7ad
on views and xml,serge abiteboul,1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f78e
on two-dimensional indexability and optimal range search indexing,"lars arge, vasilis samoladas, jeffrey scott vitter",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7af
rewriting aggregate queries using views,"sara cohen, werner nutt, alexander serebrenik",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79d
"workflow, transactions and datalog",anthony j. bonner,1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7aa
consistent query answers in inconsistent databases,"marcelo arenas, leopoldo bertossi, jan chomicki",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f794
on indexing mobile objects,"george kollios, dimitrios gunopulos, vassilis j. tsotras",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a7
concurrency control and recovery in transactional process management,"heiko schuldt, gustavo alonso, hans-jörg schek",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7ac
fast time-series searching with scaling and shifting,"kelvin kam wing chu, man hon wong",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a5
using ldap directory caches,"sophie cluet, olga kapitskaia, divesh srivastava",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f7a8
processing and optimization of multiway spatial joins using r-trees,"dimitris papadias, nikos mamoulis, yannis theodoridis",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f792
acm sigmod record,"susan davidson, christos faloutsos",1999,acm sigmod record,558f35d70cf222bc17bc1b86
on the complexity of the view-selection problem,"howard karloff, milena mihail",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f79e
open problems in electronic commerce,j. d. tygar,1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f797
tracking join and self-join sizes in limited storage,"noga alon, phillip b. gibbons, yossi matias, mario szegedy",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f78f
interaction between path and type constraints,"peter buneman, wenfie fan, scott weinstein",1999,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,539087f320f70186a0d6f793
logical logging to extend recovery to new domains,"david lomet, mark tuttle",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f861
efficient concurrency control in multidimensional access methods,"kaushik chakrabarti, sharad mehrotra",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f85d
belief reasoning in mls deductive databases,hasan m. jamil,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f864
snakes and sandwiches: optimal clustering strategies for a data warehouse,"h. v. jagadish, laks v. s. lakshmanan, divesh srivastava",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f85e
integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis, dimitris papadias",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f85b
querying network directories,"h. v. jagadish, laks v. s. lakshmanan, tova milo, divesh srivastava, dimitra vista",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f866
update propagation protocols for replicated databates,"yuri breitbart, raghavan komondoor, rajeev rastogi, s. seshadri, avi silberschatz",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f863
a comparison of selectivity estimators for range queries on metric attributes,"björn blohsfeld, dieter korus, bernhard seeger",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86f
query optimization for selections using bitmaps,ming-chuan wu,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86e
optimization of constrained frequent set queries with 2-variable constraints,"laks v. s. lakshmanan, raymond ng, jiawei han, alex pang",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f868
boat—optimistic decision tree construction,"johannes gehrke, venkatesh ganti, raghu ramakrishnan, wei-yin loh",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f869
query processing techniques for arrays,"arunprasad p. marathe, kenneth salem",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f876
client-site query extensions,"tobias mayr, praveen seshadri",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f878
efficient concurrency control for broadcast environments,"jayavel shanmugasundaram, arvind nithrakashyap, rajendran sivasankaran, krithi ramamritham",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f862
online association rule mining,christian hidber,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f867
random sampling techniques for space efficient online computation of order statistics of large datasets,"gurmeet singh manku, sridhar rajagopalan, bruce g. lindsay",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f870
multi-dimensional selectivity estimation using compressed histogram information,"ju-hong lee, deok-hwan kim, chin-wan chung",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86c
fast algorithms for projected clustering,"charu c. aggarwal, joel l. wolf, philip s. yu, cecilia procopiuc, jong soo park",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f860
mind your vocabulary: query mapping across heterogeneous information sources,"chen-chuan k. chang, héctor garcía-molina",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f877
dynamat: a dynamic view management system for data warehouses,"yannis kotidis, nick roussopoulos",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87a
data management issues in electronic commerce,m. tamer özsu,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f887
petabyte databases,dirk düllmann,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f888
computing capabilities of mediators,"ramana yerneni, chen li, hector garcia-molina, jeffrey ullman",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f880
an efficient bitmap encoding scheme for selection queries,"chee-yong chan, yannis e. ioannidis",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86d
a database perspective on lotus domino/notes,c. mohan,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f889
hypertext databases and data mining,soumen chakrabarti,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88a
a multimedia presentation algebra,"s. adali, m. l. sapino, v. s. subrahmanian",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f865
on random sampling over joins,"surajit chaudhuri, rajeev motwani, vivek narasayya",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f871
ripple joins for online aggregation,"peter j. haas, joseph m. hellerstein",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f873
automatic discovery of language models for text databases,"jamie callan, margaret connell, aiqun du",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f883
implementing the spirit of sql-99,paul brown,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88f
"o-o, what's happening to db2?","m. carey, d. chamberlin, d. doole, s. rielau, n. mattos, s. narayanan, b. vance, r. swagerman",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88d
join synopses for approximate query answering,"swarup acharya, phillip b. gibbons, viswanath poosala, sridhar ramaswamy",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f872
approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter, min wang",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86b
record-boundary discovery in web documents,"d. w. embley, y. jiang, y.-k. ng",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f882
emc information sharing: direct access to mvs data from unix and nt,walt kohler,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f893
indexing medium-dimensionality data in oracle,"k. v. ravi kanth, siva ravada, jayant sharma, jay banerjee",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f892
query rewriting for semistructured data,"yannis papakonstantinou, vasilis vassalos",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f881
merge replication in microsoft's sql server 7.0,brad hammond,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f895
microsoft site server (commerce ed.): talk-slides available at the conference,bassel ojjeh,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f897
e-commerce database issues and experience: (talk-slides available at at the conference),anand rajaraman,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f898
daytona and the fourth-generation language cymbal,rick greer,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f894
in-memory data management for consumer transactions the timesten approach,corporate timesten team,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f896
versions and workspaces in microsoft repository,"thomas bergstraesser, philip a. bernstein, shankar pal, david shutt",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f89a
the need for distributed asynchronous transactions,"lyman do, prabhu ram, pamela drew",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f89c
optics: ordering points to identify the clustering structure,"mihael ankerst, markus m. breunig, hans-peter kriegel, jörg sander",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f85f
storing semistructured data with stored,"alin deutsch, mary fernandez, dan suciu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87f
data integration and warehousing in telecom italia,"stefano m. trisolini, maurizio lenzerini, daniele nardi",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f959
improving oltp data quality using data warehouse mechanisms,"matthias jarke, christoph quix, guido blees, dirk lehmann, gunter michalk, stefan stierl",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f958
database patchwork on the internet,"reinhard braumandl, alfons kemper, donald kossmann",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95d
an xjml-based wrapper generator for web information extraction,"ling liu, wei han, david buttler, calton pu, wei tang",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95a
nodose version 2.0,"brad adelberg, matthew denny",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f960
phoenix: making applications robust,"roger barga, david b. lomet",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f961
evolvable view environment (eve): non-equivalent view maintenance under schema changes,"e. a. rundensteiner, a. koeller, x. zhang, a. j. lee, a. nica, a. van wyk, y. lee",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95e
exploratory mining via constrained frequent set queries,"raymond ng, laks v. s. lakshmanan, jiawei han, teresa mah",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95f
dbis-toolkit: adaptable middleware for large scale data delivery,"mehmet altinel, demet aksoy, thomas baby, michael franklin, william shapiro, stan zdonik",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95b
"powerbookmarks: a system for personalizable web information organization, sharing, and management","wen-syan li, quoc vu, edward chang, divyakant agrawal, kyoji hirata, sougata mukherjea, yi-leh wu, corey bufi, chen-chuan kevin chang, yoshinori hara, reiko ito, yutaka kimura, kezuyuki shimazu, yukiyoshi saito",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f962
the ccube constraint object-oriented database system,"alexander brodsky, victor e. segal, jia chen, paval a. exarkhopoulo",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f966
the jungle database search engine,"michael böhlen, linas bukauskas, curtis dyreson",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f969
tam: a system for dynamic transactional activity management,"tong zhou, ling liu, calton pu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f964
the cornell jaguar project: adding mobility to predator,"phillippe bonnet, kyle buza, zhiyuan chan, victor cheng, randolph chung, takako hickey, ryan kennedy, daniel mahashin, tobias mayr, ivan oprencak, praveen seshadri, hubert siu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f967
serf: odmg-based generic re-structuring facility,"e. a. rundensteiner, k. claypool, m. li, l. chen, z. zhang, c. natarajan, j. jin, s. de lima, s. weiner",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f963
domino: databases for moving objects tracking,"ouri wolfson, prasad sistla, bo xu, jutai zhou, sam chamberlain",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f95c
the aqua approximate query answering system,"swarup acharya, phillip b. gibbons, viswanath poosala, sridhar ramaswamy",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f965
a user-centered interface for querying distributed multimedia databases,"isabel f. cruz, kimberly m. james",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f96b
bottom-up computation of sparse and iceberg cube,"kevin beyer, raghu ramakrishnan",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f879
xml-based information mediation with mix,"chaitan baru, amarnath gupta, bertram ludäscher, richard marciano, yannis papakonstantinou, pavel velikhov, vincent chu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f96d
datablitz storage manager: main-memory database performance for critical applications,"j. baulier, p. bohannon, s. gogate, c. gupta, s. haldar",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f891
an adaptive query execution system for data integration,"zachary g. ives, daniela florescu, marc friedman, alon levy, daniel s. weld",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f874
selectivity estimation in spatial databases,"swarup acharya, viswanath poosala, sridhar ramaswamy",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f85c
a layered architecture for querying dynamic web content,"hasan davulcu, juliana freire, michael kifer, i. v. ramakrishnan",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f884
bringing object-relational technology to the mainstream,"vishu krishnamurthy, sandeepan banerjee, anil nori",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88e
clustering methods for large databases: from the past to the future,"alexander hinneburg, daniel a. keim",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88b
managing web data,dan suciu,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f88c
walrus: a similarity retrieval algorithm for image databases,"apostol natsev, rajeev rastogi, kyuseok shim",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87c
"of crawlers, portals, mice, and men: is there more to mining the web?","minos n. garofalakis, sridhar ramaswamy, rajeev rastogi, kyuseok shim",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f886
"“honey, i shrunk the database”: footprint, mobility, and beyond",praveen seshadri,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f885
query optimization in the presence of limited access patterns,"daniela florescu, alon levy, ioana manolescu, dan suciu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f875
a new method for similarity indexing of market basket data,"charu c. aggarwal, joel l. wolf, philip s. yu",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87d
efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87e
shrinking the warehouse update window,"wilburt juan labio, ramana yerneni, hector garcia-molina",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f87b
self-tuning histograms: building histograms without looking at data,"ashraf aboulnaga, surajit chaudhuri",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f86a
"world wide database—integrating the web, corba and databases","athman bouguettaya, boualem benatallah, lily hendra, james beard, kevin smith, mourad quzzani",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f96c
the wasa2 object-oriented workflow management system,"gottfried vossen, mathias weske",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f96a
the active multisync controller of the cubetree storage organization,"nick roussopoulos, yannis kotidis, yannis sismanis",1999,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,539087f320f70186a0d6f968
safe locking policies for dynamic databases,"vinay k. chaudhri, vassos hadzilacos",1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fde8
arity bounds in first-order incremental evaluation and definition of polynomial time database queries,"guozhu dong, jianwen su",1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fdeb
algebras for querying text regions: expressive power and optimization,"mariano p. consens, tova milo",1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fde9
semantics and expressiveness issues in active databases,"philippe picouet, victor vianu",1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fdef
learning with refutation,sanjay jain,1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fdf0
a three-party communication problem,leonard j. schulman,1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fdf4
approximating hyper-rectangles: learning and pseudorandom sets,"peter auer, philip m. long, aravind srinivasan",1998,journal of computer and system sciences - fourteenth acm sigact-sigmod-sigart symposium on principles of database systems,539087f320f70186a0d6fdf2
acm sigmod record,michael franklin,1998,acm sigmod record,558f3ada0cf2e66758051f0b
a workflow-based electronic marketplace on the web,"asuman dogac, ilker durusoy, sena arpinar, nesime tatbul, pinar koksal, ibrahim cingil, nazife dimililer",1998,acm sigmod record,539087f320f70186a0d6fe10
component-based e-commerce: assessment of current practices and future directions,"martin bichler, arie segev, j. leon zhao",1998,acm sigmod record,539087f320f70186a0d6fe09
